id,text,non_irony,irony
365,A design firm's holiday card skewers corporate jargon.  Hand biting mouth? #jargon #design |http://t.co/CXpE2DWL4J,0,1
366,@user I try to imagine. it's confusing.,1,0
367,"@user @user Would you have said in the 1800s, ""Why is GOP against Africans being brought here? Do any of them want to pick cotton?""",1,0
368,I was watching birds fly during this photo.,1,0
369,"@user @user hahaha good 1, you might own a stadium then rather than the local council ;)",1,0
370,It's not even 9 and I've already called the cops twice.. Damn I love my job 😒,0,1
371,Such a fun day in the lib studying Econ for 14 hours.. can't wait to do it again tomorrow  #ThisIsMiserable,0,1
372,#great  #A #All #Burst #Christmas #diy #crafts|Please RT:,0,1
373,Being mom tonight was both refreshing and a real tbt,1,0
374,@user 😡 no he bloody isn't I was upstairs getting changed !,1,0
375,@user actually cropped out her daughter in this pic for a selfie 🙈 #topmum,0,1
376,We still got alot of moonlight left,1,0
377,"@user transfer fund of £250,000 is given to .... Nottingham Forest a team with a transfer embargo.",0,1
378,@user @user @user Hahahahahahahhahaha! I was some one and it happened to be ya! !,0,1
379,#Lebanon #detainee #is  #ISIS leader's #wife: #Iraqi #official: BAGHDAD – An Iraqi official denied Wednesday...,1,0
380,"@user If it's a ""Blue Ribbon Panel"", then it will be all good.",0,1
381,"Now that i can seem to afford good things, material things in life...its the simple things that i need and really want... of my life",0,1
382,Having sooo much fun in math 😂 #math #class #drawing #music #eye #snowflake #flo...,0,1
383,Love waking up to my face being licked by my puppy..,0,1
384,What a B.E.A.utiful day in Scotland!! :) #rain #gales  lol,0,1
385,"Twig is now ""Sprig""—3 sec limit on new social video platform  #techtalk #editorspick #sillyvine #Tr...",0,1
386,"@user A Guide To Coffee 👌 LOL, espresso from that time we went to the Maple Leafs fan fest @user",1,0
387,Welp. There goes 50 bucks down the drain. Thanks KU Student Housing.  Get. Me. OUT.,0,1
388,#almajmoua participating in the 4th #CSR forum #lebanon #togetherwegrow -for-profit #microfinance #supporting...,1,0
389,I'm getting excited about Mexico now.,0,1
390,Great start to the day,0,1
391,"Don't be offended when you hear #HappyHolidays when people refer to #Christmas. The word 'holiday' is derived from ""Holy Day"". #fb",0,1
392,Why didn't I start watching the tudors earlier? #iloveit,1,0
393,Going to watch a movie about murder. Merry christmas ;),0,1
394,@user Please follow me. I have a technical question. Thanks.,1,0
395,Can't even explain how excited I am for tomorrow. 💯🏀,1,0
396,"The funky taste of chocolate with the Chunky Monkey all just in a cup .|| George of the Jungle,Cup and a Lick",1,0
397,A £718 phone bill is a lovely email to wake up to,0,1
398,Done to much again,0,1
399,The biggest  is that #Taliban gunned down school kids in the same country that #Malala received the Nobel prize for #Education #Ouch,0,1
400,Knock knock #sketchy #dignity #smile #funtimes #brotherskeeper #whosonfirst #holiday #shenanigans...,1,0
401,Yay for early morning protestors!  #heavyamountsofsarcasm,0,1
402,#notcias #eu #europ EUA statement on European Commissions EU Investment Plan,1,0
403,If only I possessed half the balance legolas has,1,0
404,"@user @user @user @user it was an In progress list of ""MN of the year""",1,0
405,Why am I wide awake right now..😶,1,0
406,"Take me to church...,.",1,0
407,"@user congrats , so cute :)",1,0
408,#UKPLUS= Consists of Free Lebara2Lebara 3000MINs and 3000SMS UNLIMITED. #NO UNLIMITED SMS TO OTHER NETWORK Only consists of 1000SMS,1,0
409,@user @user not bad for a kid from Az. Hockey doesn't work in the desert.,1,0
410,@user MK1 Shadow Shift was so much fun.  @user,0,1
411,And the round ligament pain returns. Yay  #PregnancyProblems,0,1
412,LOL.. Micromax is promising that service?,0,1
413,I'm seeing more and more people using the term #GamerGate and I can't believe I'm going to say this but they're using it incorrectly,0,1
414,Being able to think your self angry is such a nice gift to have...  #ItsACurse,0,1
415,"Sad I don't have a Christmas jumper, thanks @user for your super fast delivery 👍",0,1
416,@user @user Hey maybe you can reach the scoreboards and fix their latest issues,0,1
417,#Palestinian #Authority -- #Abbas #trades #stalemate for #confrontation in #ICC #move. via @user,1,0
418,@user Latest album is Free The Universe #SupersonicWithGionee #Mumbai,1,0
419,@user has passed @user as the world's most valuable #startup! #growth #nyc,1,0
420,"@user You're on my ""People Who Antagonize Me"" list. via @user",1,0
421,This gone be some fire ! 🔥Jan 24th #getlifted,1,0
422,I just love working Sunday's.,0,1
423,"Just in case anyone was wondering, Veni Vidi Vici in Spanish is Vine Vi Vencí #studybreaks #UMDFinalsWeek",1,0
424,@user  a#chance#till#January! #this is so good #you always make me#smile,1,0
425,@user @user @user Again fans come second. Thanks again,0,1
426,Americans love guns more than ever! #Chicago #Detroit examples of strict #gunlaws yet have the most crime,0,1
427,@user @user Thx. If thry real why dont you have them? Friend me on,1,0
428,@user The pace of KCRoyals activity at the Winter Meetings is giving me vertigo!,0,1
429,Boooooom 2 goals in 2 minutes !!!! #ThatsArsenal 4 you,1,0
430,Loadshedding again! eissh Wonder if Eskom & Cell C have partnered up? Both get paid but their services suck!!#dialinginthedark,1,0
431,@user you have never seen me,1,0
432,"Yep, true patriots all.",0,1
433,@user . @user awk moment when I tweeted first #fakefan !!!!!,0,1
434,Oh yess Dean Smith is ref  on the plus side we have thompson #improved,0,1
435,Pretty much the real deal  #thanksmom,0,1
436,Retweet @user to have a book signing & screening in your area.,1,0
437,@user hahahaha love it mate. Have a good1 xx,1,0
438,@user So tht we can look into yr acc specifically we wld need to speak with you over the phone. Calls are charged at...,1,0
439,#YesCracker @user - come on - is it 1999? Server too busy..... #FAIL #SPAM,1,0
440,@user Hate it. Go back to the old format please.,1,0
441,@user #ThingsBetterThanTitansJags napalm hotwings #bigjoefavorite  love the show #keep it real,0,1
442,Atheists celebrating Christmas.||,0,1
443,You really know how to treat a girl,0,1
444,Is there even math cells? if there is they're not working ahhh hahaha #mathisfun,0,1
445,"Thank you, strange vet husband at the bar, for reminding me that I will be in debt until I die.   #studentloans",0,1
446,#PTIUKGoNawazGoCampaign||Show up at the peaceful protest infront of Lancaster house to greet our PM with respect ||,0,1
447,My future? I still enjoy it (playing football) too much and I play with passion -Totti......oh no the team is doomed..... #asroma,0,1
448,"Love how the adverts for the woman in black 2 say ""you won't sleep for weeks""...way to sell it to me 😳   #SheNeverLeft",0,1
449,OH you're just gonna wait till new years to start working out? #thatscool,0,1
450,stomach flu once again...what a surprise.  😒😷,0,1
451,All hell is breaking loose... Ahhhh everybody freak out,0,1
452,much!!,1,0
453,#notcies #eu Ebola leaves hundreds of thousands facing hunger in three worst-hit countries,1,0
454,@user can you reveal what you were drinking now?,1,0
455,Last semester I dropped a class because I had to write a 7pg paper. This semester I've had to write 5 of them,0,1
456,Couldn't agree more! RT @user Nothing makes me feel more special than receiving an automated DM.,0,1
457,Dog for dinner anyone? #Cultivo #Letchworth not bringing my kid here again,1,0
458,Difficult And Happy in life should be enjoyed. Because Life Comes Just Once. So He Went. So He Will Not Be Back. || so ez,1,0
459,"Oh great, @user has pop up ads now. Just what I want when trying to quickly access account info.",0,1
460,"The answers often lay right infront of you, the problem is you seek in the distance, when in reality the answers are simple.",1,0
461,@user Psssst. You spelt 'thing'  wrong ||,1,0
462,never expected you would LIE as much as you do back when i first encountered you @user @user @user,1,0
463,@user haha I also had 2... cheers bro !!!,1,0
464,"Love how I came into work at 8 because Charlie said we were busy.... 3 people in 45 minutes,yeah we got this place packed Charlie.",0,1
465,#sorry  #sorry I always do this... #cant #help #it #im #an #asshole #like #that,1,0
466,Everyone competing against each other for privatized goods is way better than working together as a whole to advance humanity.,0,1
467,@user okay went to court the case got adjourned till January.. My backs been playing up so in some pain 😩 wbu? X,1,0
468,Nice soak in the bubble bath 😘😘😘,1,0
469,Still awake sooo that's nice...,0,1
470,So nice to have a final before the sun is even up 😊,0,1
471,Another fantastic day,0,1
472,Online shopping with no credit card ☺  #Umm.. #JustBrowsing ☺,0,1
473,Final projects ugh |Keeping me from being productive.| #butnotreally,0,1
474,I fucked them really badly 😂😂😂|#AdvancedWarfare,1,0
475,"Well today is off to a great start, might as well be Monday",0,1
476,😒 Half of the testing group was very helpful today.,0,1
477,- the true definition - #Iran hosting a conference against extremist!,0,1
478,"@user who you calling bottle job I'll take teeth. Yeah I'm game mate, at training tonight too, I'll remember your hat",0,1
479,So despite the fact that I was up till 4 studying and had to wake up at 7 I think this day is going to be great 😒,0,1
480,@user miss u I'm leaving on 7th so .... Need to see you before I go 😩😩😩😩,1,0
481,"First final of the day done, only three more to go. #greatscheduling  #incaseyoucanttell",0,1
482,Luv this,0,1
483,I am so happy that Thad (the Lead Multiplayer Designer for Hardline) followed me XD,1,0
484,"As a girl,my reason not to put on makeup is I'm satisfied with my face,unlike you bitch!|| #winter",1,0
485,"@user he's played 5 minutes, 0-4 from field, a steal and 2 fouls. that's it. that's all he's done.",1,0
486,@user Asalamoalekum... 😃 kesay mizaj ? Thank you so much. It was posted on 2nd December 2013. Already there. 😇,1,0
487,@user I do 2 or 3 times a week :) lol I can't do 5 :(,1,0
488,#basura#immondizia in my name,1,0
489,Exactly 1 year ago today! (via @user,1,0
490,11:11 - say something stupid. ||Oh... You beat me to it.,1,0
491,@user has the best pickup lines,0,1
492,@user your #ambition is #amazing.  #saintsfc enjoy exit from #ChampionsLeague,0,1
493,"#Love is far more important than #money!|The problem is, you only know it once you have money!| #life #humanity",0,1
494,@user you won't get a source other than ISPR :|,0,1
495,"@user Steve, Steve, Steve. That's Data. You'll never win any hearts and minds if you don't appeal for the poor polar bears",0,1
496,: When the vapours that are emitted by cleansing solvents are emitted by contaminating chemicals. #Cleansing=#Contaminating #Vapour,0,1
497,"Just a hunch here,but I think Steven Gerrard is leaving,possibly going to the MLS  #hesnodeed",0,1
498,.@doctoratlarge yeah. Tones are the most obvious things in tweets.,0,1
499,I don't know what's worse...the fact that McDonald's is open on Christmas Day or that people are actually in there eating it right,1,0
500,"#A #TERROR #ORGANIZATION .... #Hamas man killed, 3 injured in ""suspicious explosion"" in #Gaza #Israel",1,0
501,@user @user indeed two people from the opposite political divide not slinging insults. What is twitter coming to,1,0
502,"Oh look, we're having another storm in Sydney.  How unusual.",0,1
503,@user I just got my tonsils out #lovinglife  .. Good luck!!,0,1
504,That was a great 3 hours of sleep,0,1
505,@user Oh crap. Mean. What did it mean. See my last few RTs.,1,0
506,"Pepe's hair RT @user Palacio's hair...""@bombguy95: Ronaldo hair..""@Ms_Nini_: Messy hair ♥""",1,0
507,Having nothing you studied be on the test is just fckn greaaat,0,1
508,The fandom showing its mature side as always when it's about this kind of topic,0,1
509,@user obvi because every Jesuit is a heretic  💁,0,1
510,Chillax Bitches. 😝 why is my face so squished. #fireball,1,0
511,is just #one of the many services I offer to #people who ask #stupid questions.,1,0
512,I always LOVED that my family was the last one to open presents,0,1
513,I love being wide awake at 4am  #insomnia #nosleepdecember,0,1
514,"Breaking news!  RT @user Mario Balotelli isn't a team player, according to Adel Taarabt",0,1
515,330am benedryl runs for an allergic reaction to a drug which literally saves millions of lives every year. #yippee #happiness,0,1
