id,text,arts_&_culture,business_&_entrepreneurs,pop_culture,daily_life,sports_&_gaming,science_&_technology
164,[Live Now!]  Playing The Walking Dead: Season 1 - Episode 4 & 5. First Playthrough!   #twitch #twitchstream #smallstreamer #stream #streamer #RoadToAffiliate {{USERNAME}} {{URL}},0,0,1,0,0,0
165,ARMY please vote here ! {@BTS_twt@} #BTSconcert #MapOfTheSoulOne_D2 {{URL}},0,0,1,0,0,0
166,Defense on the field WAY too much already and it showed on that touchdown by the Steelers... {@Seth Joyner@} #Eagles,0,0,0,0,1,0
167,Charm City Kings is . S/o {@Meek Mill@} & the rest of the Cast Members. {@CharmCityKings@} Great Production : Will Smith & {@Jada Pinkett Smith@},0,0,1,0,0,0
168,Dak Prescott s first career reception is a TD to put the #DallasCowboys up 24-20 just before halftime. {@NBC DFW@} {@105 3 The FAN@},0,0,0,0,1,0
169,Morning {{USERNAME}} I think we might have some friendly rivals with you going for the Packers and I’m a LA Chargers chick. Bring on our games,0,0,0,0,1,0
170,"I’d like to challenge my {{USERNAME}} co-host {{USERNAME}} to a friendly bet. If the Steelers win, I will wear some Pittsburgh gear for their game in Cleveland, if the Browns win, you have to wear a Baker jersey when the Steelers come to Cleveland. What say you?",0,0,0,0,1,0
171,"The Steelers have a lot to be happy with after their Week 5 win over the Eagles, but they also need to do some fine tuning defensively if they want to come away with a win this Sunday against the Browns. My column {@FanSided@} #HereWeGo {{URL}} ",0,0,0,0,1,0
172,The bounce went {{USERNAME}}  s way.  Trae Klatt s tip-drill TD catch late in the 4th helped the Raiders beat CPU in the Class 2A first round. #iahsfb {{URL}},0,0,0,0,1,0
173,"TODAY AT 4PM CT   {{USERNAME}} , {{USERNAME}} , and {@Paul Bretl@} are back with Pulse of the Pack!  Join the guys as they take a look at tomorrow s game when the Packers take on the Bucs in the battle of the bays!  Live here and on YouTube ⤵️ {{URL}} ",0,0,0,0,1,0
174,"Man everyone in {@NASCAR@} looking for that next spokesperson who is also a great driver listen to {@Anthony Alfredo@} post crash interview, someone needs to give this young man a full time ride next year.",0,0,0,0,1,0
175,Watching the UGA/Bama game while mostly everyone else is seeing Game 7 with the Astros/Rays. Plus I m seeing as well 20 Toros Malditos which is in original sound. Shoutout to {{USERNAME}} {@Arnie Spanier@} & {@Aaron Torres@} who will rock the radio tonight,0,0,0,0,1,0
176,Congrats to {@Tampa Bay Rays@} . Go spank the Dodgers. #WorldSeries   Salute to the #Astros. Build off this run and go get ‘em next year. #fortheH,0,0,0,0,1,0
177,"I feel like the {@Houston Astros@} did an amazing job this season even without our main pitchers we got so far and we almost made it to the World Series..I’m so proud be an Astros fan, thank you for an amazing Season see y’all next year #letsgoastros",0,0,0,0,1,0
178,"WOW! We streamed for 7 hours today playing through Until Dawn! It was a relatively quiet stream, but i had some cool folks like {{USERNAME}} , my new homie RAIDING me, DJCool4, {{USERNAME}} , {{USERNAME}} , and Nightwing_of_Hyrule decide the fight of some teens. Thank you!",0,0,0,0,1,0
179,"Yet another wonderful annual Halloween Movie Night (a little early this year but still) with my boys {{USERNAME}} and {{USERNAME}} . Stay Legendary guys, we ll try and do another one before next year.",0,0,1,0,0,0
180,"2nd time me and rubs will have to cancel milan, 3rd time lucky next year maybe? {{USERNAME}} ",0,0,0,1,0,0
181,The winners of Wednesday evenings FA Youth Cup 3rd qualifying round tie between ourselves and {@Eastleigh FC@} will host the winners of the tie between {{USERNAME}} & {{USERNAME}} in the 1st round proper.  #mangos #mangofamily,0,0,0,0,1,0
182,Dj Hoodrich & TheWu - Future King (Behind The Scenes) {{URL}} via {@YouTube@} #artiste #filmmaking #workmilestone #artistes #artiste #filmmaking #workmilestone #director #video #MUSICFAIR #MusicVideo #music #rap,0,0,1,0,0,0
183,"Excellent fight with {@LOMA@} and Teofimo Lopez. Loma started a little too slow but dominated the second half of the fight, losing the first 6 was pivotal though. Lopez secured the win in the final round imo, if Loma won that to me it was a draw.",0,0,0,0,1,0
184,"I don t know why this {@Galway GAA@} team even bothered to put on their boots today. 17 points down to Mayo at halftime, in Tuam. Embarrassing stuff,  Pathetic defending. Game over. #GalwayGAA #mayogaa  #TG4 #GAABEO",0,0,0,0,1,0
185,"I think we can all agree that when the Astros lose, America wins. Congrats {@Tampa Bay Rays@} on heading to the #WorldSeries. Time to bring on the {@Los Angeles Dodgers@} ",0,0,0,0,1,0
186,(October Horrors #18) Need some #HorrorMovies  suggestions? Here are 20 of the greatest according to {{USERNAME}} : {{URL}},0,0,1,0,0,0
187,I m really curious what {@Christopher Bell@} will show in the 20 next year. Great drive again today. #hollywoodcasino400 #NASCARPlayoffs,0,0,0,0,1,0
188,"Time for a #SundayNight Surge ... ⬇️  This week, {{USERNAME}} is in the , plus the guys talk #MACtion just three weeks away on {{USERNAME}} . {{URL}} ",0,0,0,0,1,0
189,At this point I m okay with just folding the whole organization. Donate all proceeds to the homeless and let s just rock with the Bills and G Men. {@New York Jets@},0,0,0,0,1,0
190,I see {@Ken Davidoff@} also felt the Astros presence in 2020 was an insufferable burden baseball fans had to carry.,0,0,0,0,1,0
191,".@_SJOsborne_ brought the fight in Round 1, but 5 more minutes and he would be sleeping  #PWAPremiership",0,0,0,0,1,0
192,#CESC is taking the full amount for 4 months & thus the payment being made in the highest slab which increases the bills by 20-30%. Thats clear theft & daylight robbery. While people don’t have money to eat 2 meals a day . This is so cheap!! #Electricity_Scam {{USERNAME}},0,0,0,1,0,0
193,The launch of EU-Corona Gateway is an inspiring step forward in the fight against COVID-19.   SAP CTO {@Juergen Mueller@} and T-Systems CEO {@Adel Al Saleh@} explain  {{URL}},0,0,0,0,0,1
194,Joining the fight !  Tim Tebow Teams with Trump Administration To Fight Human Trafficking via {@The Western Journal@} {{URL}},0,0,0,0,1,0
195,"The way I understand it is if the Chiefs win tonight and Hill goes off while the Bills lose, the Bills can still win the SB  If the Bills shut down Hill, {@Jeremy White@} cannot win his SB.  I say cheer on Hill Jeremy {@Mike Schopp@} ",0,0,0,0,1,0
196,Join the Fight {{USERNAME}} on Twitter - The Rush Limbaugh Show {{URL}},0,0,1,0,0,0
197,"So the {@Buffalo Bills@} lost to the Chiefs but like, it s not like it was a blowout. Definitely improved on not making as many mental penalties until the end of the game. Missed a field goal at 50+ yards. We will be 4-2. Y all acting like the Bills are going to lose every single",0,0,0,0,1,0
198,#MexicoWillPay #BackTheBlue #LawAndOrder #TrumpUniversity #MakeAmericaGreatAgain It s all A Yuge Con Job and TrumpSupporters #MAGAts are #SuckersAndLosers His Business is Breaking Promises and Making Suckers pay the bills. {{USERNAME}} {@Malcolm Nance@} {{URL}},0,1,0,0,0,0
199,Communications Secretary Martin Andanar encouraged youth leaders to join the fight against the coronavirus disease (Covid-19) pandemic. {{URL}} #PolitikoNews {{USERNAME}} {{USERNAME}},0,0,0,0,0,1
200,"Mobility #data  ‍ is a major weapon in the fight against #Covid19, but can we trust non-traditional sources? Our ITF statisticians  explain the state of play this #WorldStatisticsDay #BigData {@Gates Foundation@} {@KIIT Kalinga Institute of Industrial Technology@} {@Department for International Trade@} {{USERNAME}} {{URL}} ",0,0,0,0,0,1
201,"Thinking of calling in to {@WGR 550@} to: 1. Thank them for taking my call. (Pause for response) 2. Tell them how long I’ve been a fan. 3. Opine that, as a former assistant coach for a little loop team, I would make the Bills run gassers and Oklahoma drills their entire next practice",0,0,0,0,1,0
202,The Fight or Fright skin recolors for the {@Apex Legends@} legends look really cool and lowkey want to get them alllllll,0,0,0,0,1,0
203,Phil Simms just took the Jets to beat the Bills on {@Inside the NFL@},0,0,0,0,1,0
204,"The COVID-19 pandemic is threatening hard-won gains in the fight to #EndTB and setting the world off track for meeting our global UN targets  by 2022. We must continue to provide TB care, treatment, and prevention. #preventionispowerful {{USERNAME}} {{USERNAME}} {@TAG Team@} ",0,0,0,0,0,1
205,"Til dig, {{USERNAME}}    This suggests there may be an untapped market for bundled news subscriptions in the UK. But at the Spotify price point, it would not be enough to pay the bills on its own.” {{URL}} ",0,0,1,0,0,0
206,Yo what if {{USERNAME}} comes out and tells Edwards he won’t accept the fight because he wants a ranked opponent,0,0,0,0,1,0
207,World Series: Corey Seager s single gives the Dodgers the lead in the 8th #LADvsTB {{URL}} {@Rolando Nichols@} {{USERNAME}} {@Carlos Alvarez@} por {@FOX Deportes@} n #WorldSeries con #Dodgers,0,0,0,0,1,0
208,"So what if {@Los Angeles Dodgers@} are picking up  signs from the {@Tampa Bay Rays@} ... That only mean.. The Dodgers are just better than the Rays.. Live with it, my {@Atlanta Braves@} are the only team that beat the Dodgers down..  Just didn t finished them ",0,0,0,0,1,0
209,Hunter Renfroe just did what the {@Los Angeles Dodgers@} don’t do.....with two on and two outs he popped up.  The Dodgers get it done and get those runs home.  Just a different level of offensive baseball.  #worldseries,0,0,0,0,1,0
210,The Thanksgiving game between Dallas and Miami where Leon Lett touched the ball after a blocked field goal....only one that comes to mind. {{USERNAME}},0,0,0,0,1,0
211,Some of the news book in Atlantic Canada reviewed by Evelyn C. White. Happy that she reviewed my latest Black Matters. {{URL}} {{USERNAME}} {@TWUC@} {@Dalhousie University@} {{USERNAME}} {{USERNAME}},0,0,0,1,0,0
212,"Apple AirTags Tipped to Launch Soon, May Come in Two Sizes Apple AirTags ultra-wideband trackers have been in the news for a while...  via {{USERNAME}} #SmartHome #Innovation {{URL}} _",0,0,0,0,0,1
213,"LCR LEOPARD WINS THE UNITED STATES GRAND PRIX!   With a multitude of strategies on display, it s the Red Bull man who comes out on top  {{USERNAME}} finishes an amazing (and close!) P2 from 13th on the grid, with {{USERNAME}} finishing in 3rd ",0,0,0,0,1,0
214,Massive congratulations to the  {@Lewis Hamilton@} . One of the UK s greatest sports stars ever and also an outspoken vegan and human rights activist. What a man,0,0,0,0,1,0
215,"“Dodgers look to take a command on the series, against the Rays” {@FOX Sports MLB@} {@FOX Sports@} that’s terrible! The Series is tied 2-2!! Clearly someone wants the Dodgers to win tonight.... #RaysUp",0,0,0,0,1,0
216,. {@Las Vegas Raiders@} stand tall in the red zone and hold Tampa to a field goal. They trail 24-10 with 8:16 to play in the third quarter.,0,0,0,0,1,0
217,99/100 people made it into the top 100 for #FaZe5 I have been waiting so long and been anxiously refreshing {@FaZe Clan@} twitter. I have been grinding for 3+ years. Please help me reach my dream. Thanks and good luck to everyone. Hopefully I wake up to the news that I made it!,0,0,0,0,1,0
218,Petition to have Vin Scully commentate Game 6 and if necessary Game 7 so we can hear him if the Dodgers win. {{USERNAME}} {{USERNAME}} {{USERNAME}},0,0,0,0,1,0
219,"Clayton Kershaw has been with the Dodgers through it all, and now he s just one win away from a championship {@True Blue LA@} {{URL}} ",0,0,0,0,1,0
220,"Word of the week: Chump. Uttered by {@Joe Biden@} on Oct. 24, instantly reclaimed by Trump supporters. | ht {@Timothy Egan@} {{USERNAME}} {{URL}} ",0,0,0,1,0,0
221,"Cardi B Freaks Out: ‘Trump Supporters Are Everywhere,‘ Swarming L.A. with ‘Big A** Trucks‘ {{URL}} via {@Breitbart News@} ",0,0,1,0,0,0
222,CARATS! VOTE FOR {@SEVENTEEN@} #SEVENTEEN #HOME_RUN ON MUBEAT APP! YOU CAN USE MULTIPLE ACCOUNTS SO PLEASE MAXIMIZE THE USE OF THEM.  MOVEEEEEE!!!! {{URL}},0,0,1,0,0,0
223,Caught On Camera: DeAndre Hopkins Flipping Off Trump Supporters {{URL}} via {@YouTube@} facts!,0,0,1,0,0,0
224,I was only 7 Months old the last time the Dodgers won a World Series Please wrap this up tonight boys {@Los Angeles Dodgers@} #dodgers,0,0,0,0,1,0
225,"The Dodgers are World Series champions, and {@David Waldstein@} wrote about all the joy, all the close calls that preceded it, and all the history. {{URL}} ",0,0,0,0,1,0
226,"Knowing that {@Justin Turner@} was positive in the 2nd, had the {@Los Angeles Dodgers@} not taken the lead in the 6th, would {@MLB@} allowed Dave Roberts to keep him in the game???  How the Dodgers  World Series Celebration Became a Possible COVID-19 Superspreading Event {{URL}} ",0,0,0,0,1,0
227,I am a Giants fans at heart ♥️     May the Dodgers enjoy  a parade and all of them catch covid  lousy world series of my life {{USERNAME}},0,0,0,0,1,0
228,The only thing salvaging 2020 is the {@Los Angeles Dodgers@} winning the World Series,0,0,0,0,1,0
229,"Sister in-law is in Texas no more than 20 minutes and she labels all Trump supporters as rednecks and then says...”well except you and my sister”. Me-“that’s the most ignorant statement, let me guess {{USERNAME}} is racist too”. Her- “yes”.",0,0,0,1,0,0
230,"Dressed up as {{USERNAME}} for Halloween.  Stood in the grocery store, telling random people to give me thirty laps, and hit the showers.  Grateful I wasn t assaulted.  One woman did ask me if Carver High was in Maryland, tho.",0,0,0,1,0,0
231,Stay safe!!   MAMA’s Fan Choice Awards  #MAMAVOTE #blackpink {@BLACKPINKOFFICIAL@},0,0,1,0,0,0
232,Stay safe everyone.  GOD BLESS US! {@SB19 Official@} #SB19,0,0,1,0,0,0
233,Trump Supporters Fill Streets of Beverly Hills:  The Silent Majority is Silenced No More  {{URL}} via {@Breitbart News@} Beverly Hills??? You can t make this stuff up!!!,0,0,1,0,0,0
234,Stay safe filo blinks  I followed {@96 5 TDY@} and I vote #LISA for #BiggestCrush at #TDYAwards {@BLACKPINKOFFICIAL@},0,0,1,0,0,0
235,Stay safe everyone!!!   I followed {@96 5 TDY@} and I vote #LISA of #BLACKPINK for #BiggestCrush at #TDYAwards {@96 5 TDY@} {@BLACKPINKOFFICIAL@},0,0,1,0,0,0
236,stay safe filo moots   I followed {@96 5 TDY@} and I vote #LISA for #BiggestCrush at #TDYAwards {@BLACKPINKOFFICIAL@},0,0,1,0,0,0
237,stay safe everyone  wag patangay hehe <3  I followed {@96 5 TDY@} and I vote #LISA for #BiggestCrush at #TDYAwards {@BLACKPINKOFFICIAL@},0,0,1,0,0,0
238,Lizzo dressed up as the fly in Mike Pence s hair for Halloween — see the look! - TODAY {{URL}} via {@Google News@},0,0,1,0,0,0
239,Stay safe everyone!   I followed {@96 5 TDY@} and I vote #LISA for #BiggestCrush at #TDYAwards {@BLACKPINKOFFICIAL@},0,0,1,0,0,0
240,Thought we forgot about you huh?? {@RobertEasterJr@} You up next  !!! #OHIO,0,0,0,0,1,0
241,vote vote vote!!  {{URL}} to my filo moots pls stay safe!!  I vote #MAMAVOTE #BTS for Worldwide Fans  Choice at Mnet Asian Music Awards 2020. {@BTS_twt@},0,0,1,0,0,0
242,Trump Supporters Swarm Outside Bill Barr’s House To Demand He Arrest Biden {{URL}} via {{USERNAME}} Report,0,0,1,0,0,0
243,Up next on #amjoy {@Karine Jean Pierre@} and {@Cindy McCain@} .  Join us on #MSNBC2020,0,0,1,0,0,0
244,UNTIL DAWN - Streaming Now  From the Beginning! Myself and {{USERNAME}} are streaming our gameplay!  It’s my first stream in about 5 weeks so please come and say hello? It’s Becca’s 21st today so your support would mean EVERYTHING! {{URL}} {{USERNAME}},0,0,1,0,0,0
245,#Erased is up next on channel 157 {{USERNAME}} lets go,0,0,1,0,0,0
246,Supernatural British Columbia: A Halloween Special {{URL}} via {@Audioboom@},0,0,1,0,0,0
247,"Up next on {{USERNAME}} in #Houston, #Texas catch an ALL NEW Eat! Drink! Smoke! with {@Tony Katz@} and {{USERNAME}} !  If you like food, bourbon and cigars- you will like #EatDrinkSmoke  Tune in NOW! {{URL}} #TX #Bourbon #Cigars #SundayFunday #food #Eats",0,0,1,0,0,0
248,Drinking a Day of the Dead by {{USERNAME}} @ Untappd at Home — {{URL}},0,0,1,0,0,0
249,"Please don t stop streaming. Are views aren t rising. K-onces are doing a great job, I hope we can do better too. Stay safe everyone! Fighting! #ICANTSTOPME {@TWICE@} ",0,0,1,0,0,0
